permutation,permuted_r2,permuted_spearman
294,-0.30511974521380236,-0.017676468617474655
295,-0.33207008995444465,-0.008716503810122088
296,-0.22580008819913022,-0.04283079884040101
297,-0.14941154265532774,0.028857587863442467
298,-0.33564876935987553,0.06697919589811864
299,-0.46705907139423863,0.02937801595885744
300,-0.9428318284290456,-0.08846269105085502
301,-0.29043584337453954,0.04808683921915878
302,-0.3932357577412282,0.03058956989783118
303,-0.26715338601858685,0.04148213660274731
304,-0.31554047606756996,-0.021127263621698013
305,-0.5105665711457965,-0.07118087762745307
306,-0.23382101107163655,0.059076423589523835
307,-0.30692346998487197,0.012222725573386276
308,-0.3660453035245661,-0.0732210824512147
309,-0.42372925144707607,0.04956894242105964
310,-0.33605017919335056,0.04158148802647164
311,-0.2493001126265353,0.07076555200294109
312,-0.3106711008957235,0.1081132691237915
313,-0.23487455117402511,-0.0225677759171908
314,-0.31206367702793125,-0.05306207846827961
315,-0.24435419217176957,0.04256900117100665
316,-0.5330557967113652,-0.004533075404441714
317,-0.32479461605907245,-0.024987133112195668
318,-0.34783054683062553,0.0559491875004832
319,-0.12096327984416377,-0.06285411144932335
320,-0.4040584670098304,0.11344248949418513
321,-0.5111624372564465,-0.040336928077602904
322,-0.4457369121433199,-0.09522033818281524
323,-0.2920802128371993,-0.024046295133168725
324,-0.44873088510292036,-0.02563441763958078
325,-0.22858012752280432,-0.024532300294021498
326,-0.5633199313950372,0.00456716494496457
327,-0.5254423925241187,-0.10105565070493208
328,-0.11216361220517657,0.1173137777305303
329,-0.32945440543630244,0.013560469156251474
330,-0.38318905955260396,0.03549346282253254
331,-0.2456362889470889,0.030050138342173634
332,-0.4456510533259319,0.03644913683631025
333,-0.2456949604786578,-0.07174723075178759
334,-0.43459864860709274,-0.028928434096802926
335,-0.4143053716666105,-0.04722876631039884
336,-0.33388697958404245,-0.13416717981337606
337,-0.23176394458683314,-0.09659467176149837
338,-0.3990883467909849,-0.029452779572180187
339,-0.19818581632809384,-0.04426222614832169
340,-0.18013880872080068,0.01596840760540883
341,-0.4680959623555523,-0.002730497182222048
342,-0.2854199363983734,-0.02114151621687994
343,-0.5585783989391366,0.007558876357012133
344,-0.6309918118366724,-0.09777296964504761
345,-0.21527096420114655,0.01746267968974573
346,-0.2657303364627073,0.018000944366265568
347,-0.4676840416664516,-0.0046363442081283155
348,-0.4459372783605162,-0.04703073025102888
349,-0.7100056850956686,0.06669131014514565
350,-0.25831257102209504,0.014485054175860424
351,-0.444455089189999,-0.08743842121348243
352,-0.2861962436921808,0.006536773580895254
353,-0.3342180373106989,-0.08452955822021167
354,-0.4341814170838234,0.028934935280570125
355,-0.5067985160805568,0.062496462993617774
356,-0.9822587797006566,0.09146298735941567
357,-0.5095071344402247,-0.07723222948706439
358,-0.34259407788072527,-0.025674925015361
359,-0.25970638743851726,0.09493303586941113
360,-0.7649339059688824,-0.004091161605292101
361,-1.0770164818787467,0.10008572409597244
362,-0.2763085807647596,0.009129412327848828
363,-0.15611224724056494,-0.03190197553370628
364,-0.3387171250496246,0.030608656706583585
365,-0.33817445709701355,-0.0101024228316724
366,-0.3192378456674154,0.0008672412448418927
367,-0.4600859941245661,-0.08544564169181736
368,-0.254310708359758,0.10293140891878762
369,-0.3689355163599468,0.018762082958086446
370,-0.25865884083468416,0.03637053919153505
371,-0.38172322631972033,-0.011330813169632976
372,-0.27508646402625714,-0.1660979105829757
373,-0.42429078527490516,0.06924160784910262
374,-0.327368131462352,-0.026800379943674315
375,-0.16445249576093213,-0.05443849575970864
376,-0.4303190103611938,-0.01677363755893286
377,-0.30130217061459885,-0.0031875804101617828
378,-0.314073264700812,-0.00023545954028624192
379,-0.16512401892191186,0.049076602773459356
380,-0.6130143444357057,0.009973482686956357
381,-0.25985497321127404,0.002925449346728073
382,-0.4067541516680713,0.0715267739432718
383,-0.21334095539341424,-0.004948234331934021
384,-0.2696297907541303,0.0011577941501296235
385,-0.3040657365297148,0.004773952597867284
386,-0.23008994570490393,0.07087507194486538
387,-0.31440473960477755,0.02907196023074024
388,-0.39211404029439634,0.01786808684158725
389,-0.41643662408163284,0.026825551193644742
390,-0.3138264923922691,-0.01819339607547652
391,-0.3273319913051467,-0.010729953762226421
392,-0.16873606489288662,0.049561774449213766
393,-0.5918315560240568,-0.035808020098652985
394,-0.4887023087644218,-0.02655275152095204
395,-0.265471609930511,0.01650825590361555
396,-0.17732511188203204,0.015068160350671947
397,-0.28391597680302083,0.04075842149184274
398,-0.3966767873137247,-0.04841756610618739
399,-0.5081303788067915,0.020091908432517232
400,-0.5123672838287918,0.04927605575749651
401,-0.16133218301249674,0.09822538535643655
402,-0.4116669634759773,0.019854948619053948
403,-0.4522362617983984,-0.09436551586593889
404,-0.26760925545440273,0.05516971223649844
405,-0.2803013290478398,-0.0689822272864935
406,-0.3557359158910751,0.0038155280832649846
407,-0.3375537253582581,0.0507965826224317
408,-0.3400952327477691,0.04860868423924096
409,-0.3582716057589703,0.00841219840071144
410,-0.3512773879022344,-0.08707993927267849
411,-0.7350087519317128,-0.025188253066429543
412,-0.24679489195153415,0.03952419675819365
413,-0.3422962802006828,-0.03399427317611532
414,-0.340463863295025,0.07426543927945774
415,-0.33184678271622703,-0.015800460358089616
416,-0.12549298476474235,0.042474650657872474
417,-0.29893477846355565,-0.037832555402565485
418,-0.46635511860523304,-0.023002938487043708
419,-0.4278709289693079,-0.0016781388970347592
420,-0.2973783773323724,-0.004877138053044051
421,-0.37364195764903685,0.035080137562256614
422,-0.28209875977419885,-0.025541067308564643
423,-0.62559585676692,-0.11857600756348421
424,-0.2633481173594854,-0.07231700116502536
425,-0.6252142731399359,0.048886151428484466
426,-0.1809048531594477,0.020044483130420645
427,-0.34479428225582276,-0.051652238424406416
428,-0.31246690135231914,0.02874640095132146
429,-0.6062458821700887,-0.019899039980757104
430,-0.674120404481904,-0.05185785919817143
431,-0.19575966179278792,0.10673918559063787
432,-0.7182546851122189,-0.0016568016785167845
433,-0.03658642249567112,-0.03445769089080258
434,-0.4447752816385604,-0.12003335625796385
435,-0.2650933467629233,0.011527682349865226
436,-0.2819808410075726,0.04886873158992878
437,-0.44683896878242524,0.021266372284614025
438,-0.4697330992019353,-0.09712235117726907
439,-0.5204941027637631,0.004467563475710744
440,-0.3655212729739086,-0.018063122354603108
441,-0.2989589853229835,-0.05219125323751478
442,-0.5383255351606953,0.048852812024550135
443,-0.1974411485157792,-0.12133801048242422
444,-0.1701887368390831,0.07115537298344328
445,-0.34790826856234247,0.0092993599394041
446,-0.4461951198312526,-0.02700199998896721
447,-0.2735298475119585,0.1909531030041012
448,-0.27893358309806726,-0.011128442987751563
449,-0.30927855766619006,0.05819392956738199
450,-0.4153626166838935,-0.011178868836202243
451,-0.11207916232383108,0.023574959310047064
452,-0.335965594896255,-0.0837177437344106
453,-0.2077556699653913,0.08536429354621759
454,-0.2611381015806624,-0.1279208757892587
455,-0.4389373304627966,-0.12521830035783166
456,-0.2132432796906154,0.03362045510950158
457,-0.3719658954272773,-0.03457387871351374
458,-0.46903957878111924,-0.07284693099056162
459,-0.15009105398721623,0.02162893830239992
460,-0.21392627215212134,0.03599138682029183
461,-0.2951434958280761,-0.09879690608838089
462,-0.2410060472589961,-0.04135928089924929
463,-0.2670198472806429,-0.01997738758000279
464,-0.38620878579707263,-0.08135189628272037
465,-0.25327671326880363,-0.037202524016716386
466,-0.29448731936022976,-0.07877484370710608
467,-0.12730693645453295,0.09263945157574853
468,-0.3985868266787804,0.019504634832213923
469,-0.4048917553722893,-0.06530172378916256
470,-0.42334211704003,-0.06690651599754179
471,-0.35474493609961644,-0.029134805007156466
472,-0.3350081887224483,-0.06908849663653419
473,-0.1810415843048696,0.033794570146548644
474,-0.24108923968440488,-0.012503526703023215
475,-0.4468266057824728,0.08982902317259392
476,-0.1936143872735192,-0.024720751274760328
477,-0.16590407218736525,-0.08724538606470261
478,-0.32299855337118233,-0.032395565408954115
479,-0.4162401822487092,-0.014564568654243812
480,-0.141703564474972,0.011624283272764963
481,-0.20742509063048686,-0.01760620582368304
482,-0.21290772804572633,0.0415202268717423
483,-0.14213585740251866,-0.055730897753223145
484,-0.3590296993922817,-0.07932736097880785
485,-0.22630975421314914,0.007499615566518853
486,-0.26799870094854494,0.009385375601554684
487,-0.5123999351581494,-0.026943405986552614
488,-0.282188665272066,-0.009092822332030895
489,-0.402647349147949,0.005145020163656434
490,-0.22529072328748212,0.06766790463489217
491,-0.2552280957771289,0.04929122518628664
492,-0.2728844848581329,-0.09055965620981486
493,-0.37629981560604575,0.026955074777929633
494,-0.21807449911627708,-0.03997586233299405
495,-0.5315442214444583,0.05918877738078255
496,-0.5312620008977587,0.023248149802980744
497,-0.4346023082032915,0.052615997243638205
498,-0.4176420614875589,0.0070269461672398175
499,-0.28710053067055163,-0.004102663699649446
500,-0.3328545137132808,-0.04917512071208532
501,-0.23182960370120176,-0.01775506626224985
502,-0.48946794700522833,-0.07548941214639704
503,-0.32939904195120717,0.006536606883875583
504,-0.3696472705256699,0.004218184734281917
505,-0.2008527229071153,0.07407048711495172
506,-0.3637125058473216,-0.06904057124337858
507,-0.16406578008053918,0.014885543765621624
508,-0.27835762255945595,0.1006828328204364
509,-0.3805541858029242,-0.027278967087151697
510,-0.10650677002583686,0.08047715367199325
511,-0.4358378873045228,-0.06581915133822344
512,-0.13397274843350093,0.043617358727721815
513,-0.40090922353642355,0.050775662146462903
514,-0.3905763704788756,-0.0011048678463838667
515,-0.1196434090601588,0.029117551865620445
516,-0.6787193512722838,-0.008035046393704276
517,-0.31360449969495674,0.047099742817172954
518,-0.3004861747456158,-0.03338449547815633
519,-0.39027295763488934,0.0401859839262902
520,-0.41726485569218275,0.015238358007756726
521,-0.2279352776627228,0.0988289952646677
522,-0.5635428689840336,-0.06565362119768947
523,-0.6328293181839761,-0.0969249819059778
524,-0.2755891525422325,-0.025368785938733967
525,-0.21557245844604567,0.00473719590502968
526,-0.2660654308144843,-0.058587334533807135
527,-0.2776381061066313,-0.04449693555201941
528,-0.4763021147829072,0.07315998799350501
529,-0.4265279256652108,0.14360331465742077
530,-0.552554783355045,-0.03711725849115433
531,-0.3878402564240393,0.007846178670416268
532,-0.26898833448474435,0.07165421381481078
533,-0.40371094463411183,0.07684532570440644
534,-0.4900795320351963,0.05266700653165774
535,-0.27071928281465407,0.03241023474668522
536,-0.23918517152876317,0.03624976720078293
537,-0.22914120542966643,0.03948727336833638
538,-0.5358249622380127,0.07302437996800212
539,-0.4504549319245226,-0.04429056464166588
540,-0.44549227684411363,-0.08058083921822902
541,-0.31269720294453385,0.051571723763904995
542,-0.37463880074638034,-0.0550807793765036
543,-0.220271903227099,0.00909990695536694
544,-0.22167514573947722,0.03069208856492926
545,-0.38679287233078763,0.04655464356284657
546,-0.2777791281247002,-0.02182530739157315
547,-0.11025308661792388,0.09438076864323885
548,-0.2437944685071718,0.009855211151499304
549,-0.3554587756992702,-0.01142666395594419
550,-0.39685348977674106,-0.09727904637576044
551,-0.408578856325321,-0.007648726050615168
552,-0.11583266253310831,0.00783751042539334
553,-0.3567637553897629,-0.05260632881649725
554,-0.11016469722118316,0.04910219076597895
555,-0.2611012341464072,-0.020419968167231094
556,-0.2603147182582699,0.15493654493383896
557,-0.4834985151868101,0.028258728820271972
558,-0.2666546904205529,0.0032242537544895514
559,-0.30772696461848525,-0.06030698098874014
560,-0.4352039576924258,0.02841017306264369
561,-0.3677780901839025,0.010554588497531818
562,-0.3491368241621664,0.07006725818753644
563,-0.2682047614830001,-0.043284714824966986
564,-0.558937532991163,0.022366989356996266
565,-0.32890421709574946,-0.01284542229036982
566,-0.29739198280402657,0.08185082046259767
567,-0.18295869642678486,-0.07617903771677874
568,-0.35225810789627476,-0.025534649473307285
569,-0.25827437319127,-0.00012610629538162266
570,-0.24341203437773884,-0.034000607662862836
571,-0.8452705449807145,-0.1109264480277707
572,-0.5442123711814142,-0.02693565457513788
573,-0.35594480269611073,0.021433986137893896
574,-0.4627961004470764,0.06529072178586423
575,-0.3367204564511761,-0.059125265816287645
576,-0.4732262836571264,0.059487665137053856
577,-0.3327278963100291,0.12747954542967793
578,-0.3984732068498569,-0.05934363891205754
579,-0.16167518204885623,0.0202716078197233
580,-0.1355708395416626,0.028810079212836036
581,-0.2106089825441928,-0.026066162920530423
582,-0.20164624742216009,0.05100845453443441
583,-0.3528229218285521,-0.043553430420677726
584,-0.39863351851182394,-0.008079721194976285
585,-0.20214891653895117,-0.005522505564702945
586,-0.22305243946607844,-0.0804896559484686
587,-0.29796938086160996,-0.06176007890921814
588,-0.2766412008314436,0.09328381890528939
589,-0.334556701883592,-0.08890635516871119
590,-0.44732227999840757,0.02292659125203408
591,-0.22717012752277066,-0.026012153086156797
592,-0.31261528055927057,-0.006158954785809402
593,-0.2605702545117925,-0.0626372386267305
594,-0.1397124937506513,0.03635928714270722
595,-0.21532542354896256,0.059582265695717535
596,-0.22731041990923684,0.026199937278816938
597,-0.22691204810766896,0.01760128826160273
598,-0.14270657496638228,-0.05171158256340953
599,-0.24424500871243282,0.0990851252353932
600,-0.36627777423633745,0.05764266252332775
601,-0.14085176221989903,0.04613298345158707
602,-0.13801189023594773,0.06188993588754238
603,-0.13513557058914327,0.009938142918785963
604,-0.24918037996801878,0.018318168794700766
605,-0.2673870137378125,-0.003061640811799832
606,-0.539031052557978,-0.11321586489594149
607,-0.35710953517885247,0.020433137231785158
608,-0.14751970631328848,0.01806345574864245
609,-0.42427615431865906,-0.0257381865343264
610,-0.6794306630262967,-0.023274821326128212
611,-0.3117352106611313,-0.011642786641948519
612,-0.901302099300775,0.03280872397221036
613,-0.45805520502746666,-0.00041124154753002394
614,-0.3866183451209011,-0.08559141823552024
615,-0.3665301405035899,-0.04842181688018901
616,-0.3542306926875567,-0.032680283918553335
617,-0.37672742701234907,-0.028815830260014712
618,-0.2597345882517741,-0.013920284673212786
619,-0.2588717591877896,-0.0177809876488088
620,-0.1484308656831166,0.00848871233274074
621,-0.14206618575879704,0.07802170657222945
622,-0.2640558216511899,0.028738316145867384
623,-0.27712859367185727,0.04918903991322791
624,-0.4461623332670053,-0.05688602475103802
625,-0.12106728975112713,0.02507898317003476
626,-0.32951604207025054,-0.161083497534232
627,-0.49903090356522584,-0.1256467950468977
628,-0.22424306384230297,0.052707930649987134
629,-0.33059193542556864,0.011195871932208756
630,-0.3282850675482982,-0.023701065605428687
631,-0.5997690419748412,0.11542268339086498
632,-0.22032994338659484,0.030866370298995992
633,-0.4599568206735134,-0.01373975180090836
634,-0.4388269835688534,-0.056030035555023956
635,-0.4914008681672064,0.10769794349927951
636,-0.38913638063721123,-0.11336680904725419
637,-0.3007509944305953,-0.04595670135328427
638,-0.42216836872830665,0.010801216738136062
639,-0.40769558115617577,0.06775283676641489
640,-0.41460471353851513,0.051914702881879465
641,-0.12246631016069287,-0.0026591508578025706
642,-0.3800163880461356,0.03103606786502176
643,-0.5333014058072996,-0.018753414713063517
644,-0.7697849510336063,-0.11103155049867368
645,-0.26862280283819495,-0.113094259420091
646,-0.4708513072913676,0.010021824822661144
647,-0.2756427049176071,-0.0003163075948270046
648,-0.23596118914137088,-0.07883943880222885
